x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.6306222081184387,0.6275739669799805,2.2716220371421514e-07,0.565703272819519,0.6465965509414673,-0.013839982450008392,0.5013182759284973,0.6306257247924805,-0.018117526546120644,0.4565490484237671,0.6021074652671814,-0.023317063227295876,0.4164315462112427,0.5883001685142517,-0.027718065306544304,0.4784129559993744,0.5300757884979248,0.007454732432961464,0.43262362480163574,0.4827093482017517,-0.0051030609756708145,0.4075007438659668,0.4516410529613495,-0.018996652215719223,0.38635963201522827,0.421876460313797,-0.029597099870443344,0.4979966878890991,0.49343141913414,0.002086108550429344,0.44778451323509216,0.4387892484664917,-0.007445503957569599,0.4183579385280609,0.40324532985687256,-0.019508086144924164,0.3927459120750427,0.3722116947174072,-0.028600556775927544,0.5254629850387573,0.4677329361438751,-0.007601456250995398,0.47700732946395874,0.41519802808761597,-0.01844979263842106,0.44785982370376587,0.38289397954940796,-0.025578411296010017,0.4215494692325592,0.35544055700302124,-0.030753524973988533,0.561571478843689,0.4493492543697357,-0.019641181454062462,0.525613009929657,0.4062112867832184,-0.02871890552341938,0.50176602602005,0.38133716583251953,-0.030740445479750633,0.47950416803359985,0.36001330614089966,-0.032033760100603104,hello
0.6275324821472168,0.6388247013092041,4.0431598335999297e-07,0.5687351822853088,0.596877932548523,-0.021901892498135567,0.5298741459846497,0.5271586179733276,-0.03417271748185158,0.5106862783432007,0.46507519483566284,-0.045829854905605316,0.48905953764915466,0.414071649312973,-0.05728750675916672,0.569158136844635,0.4137200713157654,-0.013909055851399899,0.5692954063415527,0.32620394229888916,-0.03593560680747032,0.5727708339691162,0.2714918851852417,-0.05591042712330818,0.5792735815048218,0.22262127697467804,-0.06993550807237625,0.6050512790679932,0.40534311532974243,-0.019691230729222298,0.6063905954360962,0.30320948362350464,-0.03611336275935173,0.6101810336112976,0.23810476064682007,-0.05155349150300026,0.6151844263076782,0.18260201811790466,-0.06313478201627731,0.6389757394790649,0.4164274334907532,-0.02982698567211628,0.6413121223449707,0.31895071268081665,-0.044923823326826096,0.6445801258087158,0.2579857110977173,-0.053789351135492325,0.6479105353355408,0.2059004008769989,-0.060670189559459686,0.6735917329788208,0.44497525691986084,-0.042966775596141815,0.6748561859130859,0.3713112473487854,-0.05549544841051102,0.6741818189620972,0.3235272765159607,-0.05875527113676071,0.672430694103241,0.28106778860092163,-0.061053548008203506,hello
0.6245155334472656,0.6586265563964844,4.1458531541138655e-07,0.5661978125572205,0.6154439449310303,-0.02303602732717991,0.5279761552810669,0.5479522943496704,-0.03655201941728592,0.5094483494758606,0.4872777760028839,-0.04933289438486099,0.4922942519187927,0.43369293212890625,-0.061569731682538986,0.5628202557563782,0.4328582286834717,-0.014422721229493618,0.5618600845336914,0.34488773345947266,-0.03758974373340607,0.564180850982666,0.2901790142059326,-0.05850555747747421,0.5694657564163208,0.2406887263059616,-0.07321904599666595,0.5985565185546875,0.42529869079589844,-0.019892077893018723,0.5974442958831787,0.32372498512268066,-0.037721067667007446,0.5997536182403564,0.2585143744945526,-0.05442209169268608,0.6030408143997192,0.2013128101825714,-0.0667615607380867,0.6324536800384521,0.43687379360198975,-0.029821574687957764,0.6322313547134399,0.3404611349105835,-0.046090494841337204,0.6341219544410706,0.2798369526863098,-0.05565963685512543,0.6357390284538269,0.22737115621566772,-0.06280785799026489,0.667258620262146,0.4653797447681427,-0.042783673852682114,0.6665574312210083,0.3930661678314209,-0.05606028810143471,0.6646547913551331,0.34579765796661377,-0.05971602350473404,0.6619274616241455,0.30340540409088135,-0.06213277950882912,hello
0.6042617559432983,0.6318095922470093,2.3629186785001366e-07,0.5409801006317139,0.649621307849884,-0.012022132985293865,0.4820936620235443,0.6349689364433289,-0.013313197530806065,0.44200223684310913,0.6012560129165649,-0.015453672036528587,0.40966930985450745,0.5722508430480957,-0.016141673550009727,0.46626016497612,0.538712739944458,0.01620868593454361,0.4268287420272827,0.48999056220054626,0.009306435473263264,0.40567120909690857,0.45960819721221924,-0.0009725216077640653,0.3888036012649536,0.4324686527252197,-0.008851735852658749,0.4863583445549011,0.5051256418228149,0.01327563263475895,0.4426954984664917,0.4531063139438629,0.009317499585449696,0.41769862174987793,0.42061296105384827,0.0004354670236352831,0.3969869017601013,0.3941352665424347,-0.006225183140486479,0.5124174952507019,0.48017898201942444,0.0058991312980651855,0.47096914052963257,0.4301551878452301,-0.00010041760833701119,0.4458346366882324,0.4010622203350067,-0.005237014964222908,0.423676073551178,0.37778258323669434,-0.008926806040108204,0.5462307929992676,0.4606589674949646,-0.0037294228095561266,0.5158520340919495,0.4185852110385895,-0.008735116571187973,0.4958585500717163,0.3965790867805481,-0.008984273299574852,0.4773666560649872,0.3787151575088501,-0.008789131417870522,hello
0.652398943901062,0.6561222076416016,2.1598074795292632e-07,0.5906515121459961,0.6614295840263367,-0.012099902145564556,0.5225743651390076,0.6368718147277832,-0.015588585287332535,0.47604799270629883,0.6169187426567078,-0.019857468083500862,0.4388507604598999,0.6213769316673279,-0.024268608540296555,0.5079765915870667,0.5256384015083313,0.003397054970264435,0.460577130317688,0.4690569043159485,-0.007514478173106909,0.434689462184906,0.4344865679740906,-0.01941399648785591,0.41398394107818604,0.40428486466407776,-0.02908151037991047,0.5322063565254211,0.49269014596939087,-0.002909308299422264,0.4821910858154297,0.4291864037513733,-0.011467649601399899,0.45330995321273804,0.3911619484424591,-0.02278943546116352,0.42802244424819946,0.35997769236564636,-0.03172752633690834,0.5648168325424194,0.47085875272750854,-0.012758084572851658,0.5209274291992188,0.40582993626594543,-0.022830070927739143,0.4950680732727051,0.36768049001693726,-0.03066100738942623,0.4715334177017212,0.33595985174179077,-0.036947835236787796,0.6050164699554443,0.45921093225479126,-0.024541357532143593,0.5771389603614807,0.4055843949317932,-0.03287283331155777,0.5596741437911987,0.37331992387771606,-0.03512173518538475,0.5426896810531616,0.34471914172172546,-0.03722852095961571,hello
0.6603158712387085,0.6688527464866638,2.0052493709954433e-07,0.5970268845558167,0.6654386520385742,-0.010202760808169842,0.5320114493370056,0.6286361217498779,-0.01318070013076067,0.48836010694503784,0.6000351905822754,-0.017336925491690636,0.4522477984428406,0.6018436551094055,-0.02231386862695217,0.5258457660675049,0.5172474384307861,0.0012993679847568274,0.47567206621170044,0.46056264638900757,-0.010724520310759544,0.44798004627227783,0.42541542649269104,-0.02264530211687088,0.4258154630661011,0.39381328225135803,-0.0325346477329731,0.5541664958000183,0.48458045721054077,-0.00751363392919302,0.5058699250221252,0.41229352355003357,-0.017304284498095512,0.47779977321624756,0.3693159222602844,-0.029747826978564262,0.45386016368865967,0.3332187533378601,-0.039660580456256866,0.5910363793373108,0.46823516488075256,-0.019491426646709442,0.5540135502815247,0.39098653197288513,-0.031909625977277756,0.5327169299125671,0.344333291053772,-0.04225578531622887,0.5134702324867249,0.30486875772476196,-0.050508495420217514,0.6338052153587341,0.4662635326385498,-0.03292423486709595,0.6178702712059021,0.4041486382484436,-0.043693117797374725,0.6090266704559326,0.3635556697845459,-0.04769732430577278,0.6000434160232544,0.3262537121772766,-0.05135252699255943,hello
0.6591278314590454,0.6992921829223633,3.246075266361004e-07,0.6035661101341248,0.646576464176178,-0.011846136301755905,0.5666443705558777,0.5615516304969788,-0.015911942347884178,0.5452935099601746,0.4988900125026703,-0.02098534069955349,0.5137923359870911,0.468459814786911,-0.026993487030267715,0.6166101694107056,0.46184441447257996,-0.0010687269968912005,0.6177133917808533,0.37274280190467834,-0.015211092308163643,0.6215951442718506,0.3187609314918518,-0.029811030253767967,0.6272825598716736,0.27266043424606323,-0.041496001183986664,0.6545334458351135,0.4605739712715149,-0.009477715007960796,0.6590712070465088,0.35884130001068115,-0.02037268690764904,0.6641331911087036,0.29727643728256226,-0.033668458461761475,0.6691169738769531,0.24515441060066223,-0.04443603381514549,0.6907039880752563,0.47779542207717896,-0.021235983818769455,0.6992994546890259,0.38043758273124695,-0.03384488821029663,0.7051045298576355,0.3236824572086334,-0.04399395361542702,0.7092754244804382,0.27483147382736206,-0.05242716521024704,0.7262531518936157,0.5115814208984375,-0.03475028648972511,0.7410048246383667,0.4445446729660034,-0.04626118764281273,0.7501684427261353,0.4013265371322632,-0.05066238343715668,0.7576900720596313,0.3611094355583191,-0.0545777902007103,hello
0.6362510919570923,0.6528756618499756,1.7954135955733364e-07,0.5744951367378235,0.6630370020866394,-0.008974524214863777,0.514242947101593,0.631740152835846,-0.008609478361904621,0.4755173325538635,0.5920515656471252,-0.009345568716526031,0.44267037510871887,0.5809356570243835,-0.009720115922391415,0.4924096167087555,0.5428135991096497,0.008568773977458477,0.44509780406951904,0.4935798943042755,-0.0006609655683860183,0.41986316442489624,0.4621897339820862,-0.010771293193101883,0.39973583817481995,0.43361902236938477,-0.018734261393547058,0.5147778987884521,0.5057196021080017,0.0022323254961520433,0.4638509452342987,0.4500961899757385,-0.0042671384289860725,0.43425944447517395,0.4158989489078522,-0.014292295090854168,0.409061998128891,0.38684791326522827,-0.022069744765758514,0.5452485680580139,0.4801296293735504,-0.007406417280435562,0.5007709264755249,0.42352110147476196,-0.015734689310193062,0.47458457946777344,0.3887737989425659,-0.02290712110698223,0.45142069458961487,0.359649121761322,-0.02877774089574814,0.5832329988479614,0.4643799066543579,-0.01879805326461792,0.5565478801727295,0.4185226559638977,-0.02618030086159706,0.5395894646644592,0.38911980390548706,-0.028316672891378403,0.5242569446563721,0.3628332018852234,-0.030162934213876724,hello
0.6733806133270264,0.7305024862289429,2.907072769176011e-07,0.6008574962615967,0.7339329719543457,-0.01759669929742813,0.5299115180969238,0.6952841877937317,-0.022249894216656685,0.4811363220214844,0.6490076780319214,-0.026978176087141037,0.43758025765419006,0.6328707337379456,-0.031125430017709732,0.514387845993042,0.5760266184806824,0.0028741236310452223,0.46423929929733276,0.5055777430534363,-0.01000603474676609,0.4367519021034241,0.4632232189178467,-0.02434728853404522,0.4132726788520813,0.42289260029792786,-0.036002546548843384,0.5448198914527893,0.540436863899231,-0.0028844706248492002,0.4902089834213257,0.462429404258728,-0.012622622773051262,0.4579852223396301,0.413449764251709,-0.02612290345132351,0.428956538438797,0.37104547023773193,-0.03679635748267174,0.5834557414054871,0.5209733843803406,-0.013044670224189758,0.534953773021698,0.44688695669174194,-0.025290116667747498,0.5062792897224426,0.4001408815383911,-0.03439059108495712,0.47897201776504517,0.3595529794692993,-0.04152046516537666,0.6305813193321228,0.5117959976196289,-0.025829315185546875,0.5976468920707703,0.4524807929992676,-0.03696215897798538,0.5767525434494019,0.4158439338207245,-0.03992106020450592,0.5565685629844666,0.3815089464187622,-0.042223986238241196,hello
0.6557899713516235,0.7656044960021973,4.0747710272626136e-07,0.5988175868988037,0.7033165097236633,-0.02688128501176834,0.5674536228179932,0.6083548665046692,-0.03885162994265556,0.5527573823928833,0.528461217880249,-0.04892369359731674,0.5257549285888672,0.478620707988739,-0.05913512408733368,0.6315391659736633,0.5088834166526794,-0.017463818192481995,0.645652174949646,0.411957323551178,-0.03852305933833122,0.658755898475647,0.3560340702533722,-0.0581057071685791,0.6716271042823792,0.30548790097236633,-0.07255823910236359,0.6753475666046143,0.5146530866622925,-0.021247033029794693,0.6951470375061035,0.40602949261665344,-0.03612354397773743,0.7081987261772156,0.3410898447036743,-0.05125780776143074,0.7190848588943481,0.2842680513858795,-0.06330941617488861,0.7124762535095215,0.5398027300834656,-0.029565852135419846,0.7306548357009888,0.44158729910850525,-0.04605969414114952,0.7404833436012268,0.3804079294204712,-0.05451473593711853,0.7480384111404419,0.32632267475128174,-0.06107346713542938,0.7463762164115906,0.5814399123191833,-0.04102657735347748,0.764277458190918,0.5095679759979248,-0.05475630611181259,0.7746574282646179,0.4634743928909302,-0.056797388941049576,0.7828184366226196,0.42024779319763184,-0.05828749015927315,hello
